"dwel";"y";"h";"lco2";"n"
"17171";0;0;4.45058959258554;6.40677684543697;1
"17172";0;0;4.45058959258554;6.35708374666895;1
"17173";0;0;4.45058959258554;6.35708374666895;1
"17174";0;0;4.45058959258554;6.30250450032838;1
"17175";0;0;4.71238898038469;6.30250450032838;1
"17176";0;0;4.71238898038469;6.18608001480765;1
"17177";0;0;4.71238898038469;6.12372560194502;1
"17178";0;0;4.71238898038469;6.12372560194502;1
"17179";0;0;4.71238898038469;6.18608001480765;1
"17180";0;0;4.71238898038469;6.18608001480765;1
"17181";0;0;4.97418836818384;6.12029741895095;1
"17182";0;0;4.97418836818384;6.05429262189085;1
"17183";0;0;4.97418836818384;6.05429262189085;1
"17184";0;0;4.97418836818384;6.05429262189085;1
"17185";0;0;4.97418836818384;6.05429262189085;1
"17186";0;0;4.97418836818384;6.05429262189085;1
"17187";0;0;5.23598775598299;6.05429262189085;1
"17188";0;0;5.23598775598299;6.05429262189085;1
"17189";0;0;5.23598775598299;6.05429262189085;1
"17190";0;0;5.23598775598299;6.05429262189085;1
"17191";0;0;5.23598775598299;6.05429262189085;1
"17192";0;0;5.23598775598299;6.05429262189085;1
"17193";0;0;5.49778714378214;6.12029741895095;1
"17194";0;0;5.49778714378214;6.12372560194502;1
"17195";0;0;5.49778714378214;6.12372560194502;1
"17196";0;0;5.49778714378214;6.12372560194502;1
"17197";0;0;5.49778714378214;6.12372560194502;1
"17198";0;0;5.49778714378214;6.12372560194502;1
"17199";0;0;5.75958653158129;6.12372560194502;1
"17200";0;0;5.75958653158129;6.12372560194502;1
"17201";0;0;5.75958653158129;6.77600800815112;1
"17202";0;0;5.75958653158129;6.50119582229294;1
"17203";0;0;5.75958653158129;6.45608260642113;1
"17204";0;0;5.75958653158129;6.45608260642113;1
"17205";0;0;6.02138591938044;6.40677684543697;1
"17206";0;0;6.02138591938044;6.35708374666895;1
"17207";0;0;6.02138591938044;6.66846646654693;1
"17208";0;0;6.02138591938044;6.63084827969831;1
"17209";0;0;6.02138591938044;6.77778895252211;1
"17210";0;0;6.02138591938044;6.90587851896928;1
"17211";0;0;0;6.9642537528874;1
"17212";0;0;0;7.01940845426298;1
"17213";0;0;0;7.0973420467675;1
"17214";0;0;0;7.0973420467675;1
"17215";0;0;0;7.0973420467675;1
"17216";0;0;0;7.12261461070865;1
"17217";0;0;0.261799387799149;7.1457874427901;1
"17218";0;0;0.261799387799149;7.19316915602247;1
"17219";0;0;0.261799387799149;7.16987912993723;1
"17220";0;0;0.261799387799149;7.19316915602247;1
"17221";0;0;0.261799387799149;7.19199392965616;1
"17222";0;0;0.261799387799149;7.25797191285982;1
"17223";0;0;0.523598775598299;7.27953432943549;1
"17224";0;0;0.523598775598299;7.21478031427705;1
"17225";0;0;0.523598775598299;7.23728382100036;1
"17226";0;0;0.523598775598299;7.27953432943549;1
"17227";0;0;0.523598775598299;7.1457874427901;1
"17228";0;0;0.523598775598299;7.0464296736699;1
"17229";0;0;0.785398163397448;7.01940845426298;1
"17230";0;0;0.785398163397448;7.07300485187744;1
"17231";0;0;0.785398163397448;7.07167947063638;1
"17232";0;0;0.785398163397448;7.21478031427705;1
"17233";0;0;0.785398163397448;7.19316915602247;1
"17234";0;0;0.785398163397448;7.16987912993723;1
"17235";0;0;1.0471975511966;7.23728382100036;1
"17236";0;0;1.0471975511966;7.25797191285982;1
"17237";0;0;1.0471975511966;7.34014627641845;1
"17238";0;0;1.0471975511966;7.29937498026825;1
"17239";0;0;1.0471975511966;7.29937498026825;1
"17240";0;0;1.0471975511966;7.25907214401933;1
"17241";0;0;1.30899693899575;7.27953432943549;1
"17242";0;0;1.30899693899575;7.27953432943549;1
"17243";0;0;1.30899693899575;7.29937498026825;1
"17244";0;0;1.30899693899575;7.27953432943549;1
"17245";0;0;1.30899693899575;7.29937498026825;1
"17246";0;0;1.30899693899575;7.34014627641845;1
"17247";0;0;1.5707963267949;7.3200718620394;1
"17248";0;0;1.5707963267949;7.27953432943549;1
"17249";0;0;1.5707963267949;7.30043061216191;1
"17250";0;0;1.5707963267949;7.3200718620394;1
"17251";0;0;1.5707963267949;7.34014627641845;1
"17252";0;0;1.5707963267949;7.37932018879482;1
"17253";0;0;1.83259571459405;7.39748493945339;1
"17254";0;0;1.83259571459405;7.37834467413352;1
"17255";0;0;1.83259571459405;7.41607777253001;1
"17256";0;0;1.83259571459405;6.99278552816671;1
