"room";"start";"end";"weekday";"hour";"presence";"time";"censor"
"6827";"5203";2014-04-18 05:09:11;2014-04-18 12:24:11;"Friday";5.15;0;7.25;0
"6829";"5203";2014-04-18 14:09:11;2014-04-18 20:54:11;"Friday";14.15;0;6.75;1
"6832";"5203";2014-04-21 05:09:11;2014-04-21 17:24:11;"Monday";5.15;0;12.25;0
"6834";"5203";2014-04-21 18:39:11;2014-04-21 20:54:11;"Monday";18.65;0;2.25;1
"6835";"5203";2014-04-22 05:09:11;2014-04-22 09:39:11;"Tuesday";5.15;0;4.5;0
"6837";"5203";2014-04-22 10:24:11;2014-04-22 12:09:11;"Tuesday";10.4;0;1.75;0
"6839";"5203";2014-04-22 14:24:11;2014-04-22 15:24:11;"Tuesday";14.4;0;1;0
"6841";"5203";2014-04-22 16:09:11;2014-04-22 16:54:11;"Tuesday";16.15;0;0.75;0
"6843";"5203";2014-04-22 18:24:11;2014-04-22 18:54:11;"Tuesday";18.4;0;0.5;0
"6845";"5203";2014-04-23 05:09:11;2014-04-23 06:54:11;"Wednesday";5.15;0;1.75;0
"6847";"5203";2014-04-23 07:24:11;2014-04-23 13:54:11;"Wednesday";7.4;0;6.5;0
"6849";"5203";2014-04-23 14:24:11;2014-04-23 14:54:11;"Wednesday";14.4;0;0.5;0
"6851";"5203";2014-04-23 15:54:11;2014-04-23 17:39:11;"Wednesday";15.9;0;1.75;0
"6853";"5203";2014-04-23 18:54:11;2014-04-23 20:54:11;"Wednesday";18.9;0;2;1
"6854";"5203";2014-04-24 05:09:11;2014-04-24 12:39:11;"Thursday";5.15;0;7.5;0
"6856";"5203";2014-04-24 14:09:11;2014-04-24 16:09:11;"Thursday";14.15;0;2;0
"6858";"5203";2014-04-24 19:39:11;2014-04-24 20:54:11;"Thursday";19.65;0;1.25;1
"6859";"5203";2014-04-25 05:09:11;2014-04-25 07:24:11;"Friday";5.15;0;2.25;0
"6861";"5203";2014-04-25 08:24:11;2014-04-25 11:39:11;"Friday";8.4;0;3.25;0
"6863";"5203";2014-04-25 15:24:11;2014-04-25 20:54:11;"Friday";15.4;0;5.5;1
"6866";"5203";2014-04-28 05:09:11;2014-04-28 20:54:11;"Monday";5.15;0;15.75;1
"6867";"5203";2014-04-29 05:09:11;2014-04-29 13:24:11;"Tuesday";5.15;0;8.25;0
"6869";"5203";2014-04-29 14:24:11;2014-04-29 16:39:11;"Tuesday";14.4;0;2.25;0
"6871";"5203";2014-04-29 18:39:11;2014-04-29 20:54:11;"Tuesday";18.65;0;2.25;1
"6872";"5203";2014-04-30 05:09:11;2014-04-30 06:54:11;"Wednesday";5.15;0;1.75;0
"6874";"5203";2014-04-30 07:24:11;2014-04-30 12:54:11;"Wednesday";7.4;0;5.5;0
"6876";"5203";2014-04-30 14:24:11;2014-04-30 16:54:11;"Wednesday";14.4;0;2.5;0
"6878";"5203";2014-04-30 18:09:11;2014-04-30 19:09:11;"Wednesday";18.15;0;1;0
"6880";"5203";2014-05-01 05:09:11;2014-05-01 12:09:11;"Thursday";5.15;0;7;0
"6882";"5203";2014-05-01 14:09:11;2014-05-01 15:24:11;"Thursday";14.15;0;1.25;0
"6884";"5203";2014-05-01 16:24:11;2014-05-01 16:39:11;"Thursday";16.4;0;0.25;0
"6886";"5203";2014-05-01 18:09:11;2014-05-01 20:54:11;"Thursday";18.15;0;2.75;1
"6887";"5203";2014-05-02 05:09:11;2014-05-02 05:54:11;"Friday";5.15;0;0.75;0
"6889";"5203";2014-05-02 06:24:11;2014-05-02 09:24:11;"Friday";6.4;0;3;0
"6891";"5203";2014-05-02 09:54:11;2014-05-02 11:54:11;"Friday";9.9;0;2;0
"6893";"5203";2014-05-02 12:24:11;2014-05-02 20:54:11;"Friday";12.4;0;8.5;1
"6896";"5203";2014-05-05 05:09:11;2014-05-05 12:54:11;"Monday";5.15;0;7.75;0
"6898";"5203";2014-05-05 14:09:11;2014-05-05 16:24:11;"Monday";14.15;0;2.25;0
"6900";"5203";2014-05-05 17:39:11;2014-05-05 20:54:11;"Monday";17.65;0;3.25;1
"6901";"5203";2014-05-06 05:09:11;2014-05-06 09:39:11;"Tuesday";5.15;0;4.5;0
"6903";"5203";2014-05-06 10:09:11;2014-05-06 13:09:11;"Tuesday";10.15;0;3;0
"6905";"5203";2014-05-06 14:09:11;2014-05-06 15:09:11;"Tuesday";14.15;0;1;0
"6907";"5203";2014-05-06 15:39:11;2014-05-06 16:24:11;"Tuesday";15.65;0;0.75;0
"6909";"5203";2014-05-06 19:09:11;2014-05-06 20:54:11;"Tuesday";19.15;0;1.75;1
"6910";"5203";2014-05-07 05:09:11;2014-05-07 12:09:11;"Wednesday";5.15;0;7;0
"6912";"5203";2014-05-07 14:09:11;2014-05-07 14:54:11;"Wednesday";14.15;0;0.75;0
"6914";"5203";2014-05-07 15:39:11;2014-05-07 16:09:11;"Wednesday";15.65;0;0.5;0
"6916";"5203";2014-05-07 17:39:11;2014-05-07 20:54:11;"Wednesday";17.65;0;3.25;1
"6917";"5203";2014-05-08 05:09:11;2014-05-08 13:39:11;"Thursday";5.15;0;8.5;0
"6919";"5203";2014-05-08 14:09:11;2014-05-08 16:54:11;"Thursday";14.15;0;2.75;0
"6921";"5203";2014-05-08 18:54:11;2014-05-08 20:54:11;"Thursday";18.9;0;2;1
"6922";"5203";2014-05-09 05:09:11;2014-05-09 09:09:11;"Friday";5.15;0;4;0
"6924";"5203";2014-05-09 10:09:11;2014-05-09 12:09:11;"Friday";10.15;0;2;0
"6926";"5203";2014-05-09 15:39:11;2014-05-09 20:54:11;"Friday";15.65;0;5.25;1
"6929";"5203";2014-05-12 05:09:11;2014-05-12 13:24:11;"Monday";5.15;0;8.25;0
"6931";"5203";2014-05-12 14:09:11;2014-05-12 15:09:11;"Monday";14.15;0;1;0
"6933";"5203";2014-05-12 16:39:11;2014-05-12 17:54:11;"Monday";16.65;0;1.25;0
"6935";"5203";2014-05-12 18:39:11;2014-05-12 20:54:11;"Monday";18.65;0;2.25;1
"6936";"5203";2014-05-13 05:09:11;2014-05-13 09:39:11;"Tuesday";5.15;0;4.5;0
"6938";"5203";2014-05-13 10:09:11;2014-05-13 10:39:11;"Tuesday";10.15;0;0.5;0
"6940";"5203";2014-05-13 11:09:11;2014-05-13 11:54:11;"Tuesday";11.15;0;0.75;0
"6942";"5203";2014-05-13 13:24:11;2014-05-13 16:54:11;"Tuesday";13.4;0;3.5;0
"6944";"5203";2014-05-13 17:54:11;2014-05-13 20:54:11;"Tuesday";17.9;0;3;1
"6945";"5203";2014-05-14 05:09:11;2014-05-14 12:54:11;"Wednesday";5.15;0;7.75;0
"6947";"5203";2014-05-14 14:09:11;2014-05-14 15:54:11;"Wednesday";14.15;0;1.75;0
"6949";"5203";2014-05-14 19:39:11;2014-05-14 20:54:11;"Wednesday";19.65;0;1.25;1
"6950";"5203";2014-05-15 05:09:11;2014-05-15 08:54:11;"Thursday";5.15;0;3.75;0
"6952";"5203";2014-05-15 10:09:11;2014-05-15 13:09:11;"Thursday";10.15;0;3;0
"6954";"5203";2014-05-15 14:09:11;2014-05-15 16:24:11;"Thursday";14.15;0;2.25;0
"6956";"5203";2014-05-15 19:09:11;2014-05-15 20:54:11;"Thursday";19.15;0;1.75;1
"6957";"5203";2014-05-16 05:09:11;2014-05-16 08:09:11;"Friday";5.15;0;3;0
"6959";"5203";2014-05-16 09:24:11;2014-05-16 12:54:11;"Friday";9.4;0;3.5;0
"6961";"5203";2014-05-16 14:09:11;2014-05-16 16:24:11;"Friday";14.15;0;2.25;0
"6963";"5203";2014-05-16 18:24:11;2014-05-16 20:54:11;"Friday";18.4;0;2.5;1
"6966";"5203";2014-05-19 05:09:11;2014-05-19 20:54:11;"Monday";5.15;0;15.75;1
"6967";"5203";2014-05-20 05:09:11;2014-05-20 10:09:11;"Tuesday";5.15;0;5;0
"6969";"5203";2014-05-20 10:39:11;2014-05-20 12:39:11;"Tuesday";10.65;0;2;0
"6971";"5203";2014-05-20 14:09:11;2014-05-20 16:09:11;"Tuesday";14.15;0;2;0
"6973";"5203";2014-05-20 18:39:11;2014-05-20 20:54:11;"Tuesday";18.65;0;2.25;1
"6974";"5203";2014-05-21 05:09:11;2014-05-21 08:24:11;"Wednesday";5.15;0;3.25;0
"6976";"5203";2014-05-21 09:54:11;2014-05-21 11:54:11;"Wednesday";9.9;0;2;0
"6978";"5203";2014-05-21 12:54:11;2014-05-21 13:09:11;"Wednesday";12.9;0;0.25;0
"6980";"5203";2014-05-21 14:09:11;2014-05-21 15:24:11;"Wednesday";14.15;0;1.25;0
"6982";"5203";2014-05-21 16:54:11;2014-05-21 20:09:11;"Wednesday";16.9;0;3.25;0
"6984";"5203";2014-05-22 05:09:11;2014-05-22 08:54:11;"Thursday";5.15;0;3.75;0
"6986";"5203";2014-05-22 10:09:11;2014-05-22 12:09:11;"Thursday";10.15;0;2;0
"6988";"5203";2014-05-22 14:09:11;2014-05-22 16:39:11;"Thursday";14.15;0;2.5;0
"6990";"5203";2014-05-22 18:54:11;2014-05-22 20:54:11;"Thursday";18.9;0;2;1
"6991";"5203";2014-05-23 05:09:11;2014-05-23 12:54:11;"Friday";5.15;0;7.75;0
"6993";"5203";2014-05-23 14:09:11;2014-05-23 16:54:11;"Friday";14.15;0;2.75;0
"6995";"5203";2014-05-23 18:09:11;2014-05-23 20:54:11;"Friday";18.15;0;2.75;1
"6998";"5203";2014-05-26 05:09:11;2014-05-26 11:54:11;"Monday";5.15;0;6.75;0
"7000";"5203";2014-05-26 14:09:11;2014-05-26 17:09:11;"Monday";14.15;0;3;0
"7002";"5203";2014-05-26 18:09:11;2014-05-26 20:54:11;"Monday";18.15;0;2.75;1
"7003";"5203";2014-05-27 05:09:11;2014-05-27 09:24:11;"Tuesday";5.15;0;4.25;0
"7005";"5203";2014-05-27 10:09:11;2014-05-27 11:54:11;"Tuesday";10.15;0;1.75;0
"7007";"5203";2014-05-27 13:09:11;2014-05-27 15:39:11;"Tuesday";13.15;0;2.5;0
"7009";"5203";2014-05-27 18:54:11;2014-05-27 20:54:11;"Tuesday";18.9;0;2;1
"7010";"5203";2014-05-28 05:09:11;2014-05-28 09:39:11;"Wednesday";5.15;0;4.5;0
"7012";"5203";2014-05-28 10:09:11;2014-05-28 12:54:11;"Wednesday";10.15;0;2.75;0
"7014";"5203";2014-05-28 13:54:11;2014-05-28 16:54:11;"Wednesday";13.9;0;3;0
"7016";"5203";2014-05-28 18:09:11;2014-05-28 20:54:11;"Wednesday";18.15;0;2.75;1
"7017";"5203";2014-05-29 05:09:11;2014-05-29 12:54:11;"Thursday";5.15;0;7.75;0
"7019";"5203";2014-05-29 13:54:11;2014-05-29 16:39:11;"Thursday";13.9;0;2.75;0
"7021";"5203";2014-05-29 17:54:11;2014-05-29 20:54:11;"Thursday";17.9;0;3;1
"7022";"5203";2014-05-30 05:09:11;2014-05-30 08:39:11;"Friday";5.15;0;3.5;0
"7024";"5203";2014-05-30 10:09:11;2014-05-30 12:09:11;"Friday";10.15;0;2;0
"7026";"5203";2014-05-30 13:09:11;2014-05-30 16:54:11;"Friday";13.15;0;3.75;0
"7028";"5203";2014-05-30 18:09:11;2014-05-30 20:54:11;"Friday";18.15;0;2.75;1
"7031";"5203";2014-06-02 05:09:11;2014-06-02 19:54:11;"Monday";5.15;0;14.75;0
"7033";"5203";2014-06-02 20:24:11;2014-06-02 20:54:11;"Monday";20.4;0;0.5;1
"7034";"5203";2014-06-03 05:09:11;2014-06-03 10:24:11;"Tuesday";5.15;0;5.25;0
"7036";"5203";2014-06-03 10:54:11;2014-06-03 20:54:11;"Tuesday";10.9;0;10;1
"7037";"5203";2014-06-04 05:09:11;2014-06-04 20:54:11;"Wednesday";5.15;0;15.75;1
"7038";"5203";2014-06-05 05:09:11;2014-06-05 08:24:11;"Thursday";5.15;0;3.25;0
"7040";"5203";2014-06-05 10:09:11;2014-06-05 12:24:11;"Thursday";10.15;0;2.25;0
"7042";"5203";2014-06-05 14:54:11;2014-06-05 15:39:11;"Thursday";14.9;0;0.75;0
"7044";"5203";2014-06-05 16:39:11;2014-06-05 20:54:11;"Thursday";16.65;0;4.25;1
"7045";"5203";2014-06-06 05:09:11;2014-06-06 09:24:11;"Friday";5.15;0;4.25;0
"7047";"5203";2014-06-06 10:24:11;2014-06-06 12:54:11;"Friday";10.4;0;2.5;0
"7049";"5203";2014-06-06 14:24:11;2014-06-06 17:24:11;"Friday";14.4;0;3;0
"7051";"5203";2014-06-06 18:24:11;2014-06-06 20:54:11;"Friday";18.4;0;2.5;1
"7054";"5203";2014-06-09 05:09:11;2014-06-09 20:54:11;"Monday";5.15;0;15.75;1
"7055";"5203";2014-06-10 05:09:11;2014-06-10 05:24:11;"Tuesday";5.15;0;0.25;0
"7057";"5203";2014-06-10 06:09:11;2014-06-10 08:09:11;"Tuesday";6.15;0;2;0
"7059";"5203";2014-06-10 08:39:11;2014-06-10 20:54:11;"Tuesday";8.65;0;12.25;1
"7060";"5203";2014-06-11 05:09:11;2014-06-11 07:54:11;"Wednesday";5.15;0;2.75;0
"7062";"5203";2014-06-11 08:24:11;2014-06-11 20:54:11;"Wednesday";8.4;0;12.5;1
"7063";"5203";2014-06-12 05:09:11;2014-06-12 20:54:11;"Thursday";5.15;0;15.75;1
"7064";"5203";2014-06-13 05:09:11;2014-06-13 17:24:11;"Friday";5.15;0;12.25;0
"7066";"5203";2014-06-13 17:54:11;2014-06-13 20:54:11;"Friday";17.9;0;3;1
"7069";"5203";2014-06-16 05:09:11;2014-06-16 13:54:11;"Monday";5.15;0;8.75;0
"7071";"5203";2014-06-16 14:39:11;2014-06-16 20:54:11;"Monday";14.65;0;6.25;1
"7072";"5203";2014-06-17 05:09:11;2014-06-17 17:09:11;"Tuesday";5.15;0;12;0
"7074";"5203";2014-06-17 19:24:11;2014-06-17 20:54:11;"Tuesday";19.4;0;1.5;1
"7075";"5203";2014-06-18 05:09:11;2014-06-18 13:09:11;"Wednesday";5.15;0;8;0
"7077";"5203";2014-06-18 14:39:11;2014-06-18 14:54:11;"Wednesday";14.65;0;0.25;0
"7079";"5203";2014-06-18 15:54:11;2014-06-18 19:39:11;"Wednesday";15.9;0;3.75;0
"7081";"5203";2014-06-18 20:39:11;2014-06-18 20:54:11;"Wednesday";20.65;0;0.25;1
"7082";"5203";2014-06-19 05:09:11;2014-06-19 13:39:11;"Thursday";5.15;0;8.5;0
"7084";"5203";2014-06-19 14:39:11;2014-06-19 19:39:11;"Thursday";14.65;0;5;0
"7086";"5203";2014-06-20 05:09:11;2014-06-20 20:54:11;"Friday";5.15;0;15.75;1
"7089";"5203";2014-06-23 05:09:11;2014-06-23 13:09:11;"Monday";5.15;0;8;0
"7091";"5203";2014-06-23 13:54:11;2014-06-23 15:39:11;"Monday";13.9;0;1.75;0
"7093";"5203";2014-06-23 16:54:11;2014-06-23 17:39:11;"Monday";16.9;0;0.75;0
"7095";"5203";2014-06-23 18:24:11;2014-06-23 20:54:11;"Monday";18.4;0;2.5;1
"7096";"5203";2014-06-24 05:09:11;2014-06-24 13:09:11;"Tuesday";5.15;0;8;0
"7098";"5203";2014-06-24 14:39:11;2014-06-24 16:54:11;"Tuesday";14.65;0;2.25;0
"7100";"5203";2014-06-24 18:54:11;2014-06-24 20:54:11;"Tuesday";18.9;0;2;1
"7101";"5203";2014-06-25 05:09:11;2014-06-25 09:54:11;"Wednesday";5.15;0;4.75;0
"7103";"5203";2014-06-25 10:24:11;2014-06-25 13:24:11;"Wednesday";10.4;0;3;0
"7105";"5203";2014-06-25 14:09:11;2014-06-25 15:54:11;"Wednesday";14.15;0;1.75;0
"7107";"5203";2014-06-25 18:09:11;2014-06-25 20:54:11;"Wednesday";18.15;0;2.75;1
"7108";"5203";2014-06-26 05:09:11;2014-06-26 16:09:11;"Thursday";5.15;0;11;0
"7110";"5203";2014-06-26 16:54:11;2014-06-26 20:54:11;"Thursday";16.9;0;4;1
"7111";"5203";2014-06-27 05:09:11;2014-06-27 13:39:11;"Friday";5.15;0;8.5;0
"7113";"5203";2014-06-27 14:39:11;2014-06-27 16:09:11;"Friday";14.65;0;1.5;0
"7115";"5203";2014-06-27 18:09:11;2014-06-27 20:54:11;"Friday";18.15;0;2.75;1
"7120";"5203";2014-06-30 05:09:11;2014-06-30 20:54:11;"Monday";5.15;0;15.75;1
"7121";"5203";2014-07-01 05:09:11;2014-07-01 20:54:11;"Tuesday";5.15;0;15.75;1
"7122";"5203";2014-07-02 05:09:11;2014-07-02 09:09:11;"Wednesday";5.15;0;4;0
"7124";"5203";2014-07-02 09:54:11;2014-07-02 20:54:11;"Wednesday";9.9;0;11;1
"7125";"5203";2014-07-03 05:09:11;2014-07-03 16:09:11;"Thursday";5.15;0;11;0
"7127";"5203";2014-07-03 18:09:11;2014-07-03 20:54:11;"Thursday";18.15;0;2.75;1
"7128";"5203";2014-07-04 05:09:11;2014-07-04 10:54:11;"Friday";5.15;0;5.75;0
"7130";"5203";2014-07-04 11:24:11;2014-07-04 13:39:11;"Friday";11.4;0;2.25;0
"7132";"5203";2014-07-04 14:39:11;2014-07-04 14:54:11;"Friday";14.65;0;0.25;0
"7134";"5203";2014-07-04 16:09:11;2014-07-04 20:54:11;"Friday";16.15;0;4.75;1
"7137";"5203";2014-07-07 05:09:11;2014-07-07 20:54:11;"Monday";5.15;0;15.75;1
"7138";"5203";2014-07-08 05:09:11;2014-07-08 20:54:11;"Tuesday";5.15;0;15.75;1
"7139";"5203";2014-07-09 05:09:11;2014-07-09 09:39:11;"Wednesday";5.15;0;4.5;0
"7141";"5203";2014-07-09 10:09:11;2014-07-09 20:54:11;"Wednesday";10.15;0;10.75;1
"7142";"5203";2014-07-10 05:09:11;2014-07-10 13:39:11;"Thursday";5.15;0;8.5;0
"7144";"5203";2014-07-10 16:09:11;2014-07-10 20:54:11;"Thursday";16.15;0;4.75;1
"7145";"5203";2014-07-11 05:09:11;2014-07-11 12:09:11;"Friday";5.15;0;7;0
"7147";"5203";2014-07-11 13:39:11;2014-07-11 13:54:11;"Friday";13.65;0;0.25;0
"7149";"5203";2014-07-11 14:39:11;2014-07-11 20:54:11;"Friday";14.65;0;6.25;1
"7152";"5203";2014-07-14 05:09:11;2014-07-14 12:39:11;"Monday";5.15;0;7.5;0
"7154";"5203";2014-07-14 14:24:11;2014-07-14 15:39:11;"Monday";14.4;0;1.25;0
"7156";"5203";2014-07-14 17:09:11;2014-07-14 20:54:11;"Monday";17.15;0;3.75;1
"7157";"5203";2014-07-15 05:09:11;2014-07-15 12:54:11;"Tuesday";5.15;0;7.75;0
"7159";"5203";2014-07-15 14:39:11;2014-07-15 16:54:11;"Tuesday";14.65;0;2.25;0
"7161";"5203";2014-07-15 18:39:11;2014-07-15 18:54:11;"Tuesday";18.65;0;0.25;0
"7163";"5203";2014-07-16 05:09:11;2014-07-16 09:09:11;"Wednesday";5.15;0;4;0
"7165";"5203";2014-07-16 09:54:11;2014-07-16 11:09:11;"Wednesday";9.9;0;1.25;0
"7167";"5203";2014-07-16 11:54:11;2014-07-16 16:54:11;"Wednesday";11.9;0;5;0
"7169";"5203";2014-07-16 18:54:11;2014-07-16 20:54:11;"Wednesday";18.9;0;2;1
"7170";"5203";2014-07-17 05:09:11;2014-07-17 12:54:11;"Thursday";5.15;0;7.75;0
"7172";"5203";2014-07-17 16:09:11;2014-07-17 20:54:11;"Thursday";16.15;0;4.75;1
"7173";"5203";2014-07-18 05:09:11;2014-07-18 18:09:11;"Friday";5.15;0;13;0
"7175";"5203";2014-07-18 19:39:11;2014-07-18 20:54:11;"Friday";19.65;0;1.25;1
"7178";"5203";2014-07-21 05:09:11;2014-07-21 12:54:11;"Monday";5.15;0;7.75;0
"7180";"5203";2014-07-21 14:09:11;2014-07-21 17:09:11;"Monday";14.15;0;3;0
"7182";"5203";2014-07-21 18:54:11;2014-07-21 20:54:11;"Monday";18.9;0;2;1
"7183";"5203";2014-07-22 05:09:11;2014-07-22 14:09:11;"Tuesday";5.15;0;9;0
"7185";"5203";2014-07-22 14:39:11;2014-07-22 16:24:11;"Tuesday";14.65;0;1.75;0
"7187";"5203";2014-07-22 19:54:11;2014-07-22 20:54:11;"Tuesday";19.9;0;1;1
"7188";"5203";2014-07-23 05:09:11;2014-07-23 08:39:11;"Wednesday";5.15;0;3.5;0
"7190";"5203";2014-07-23 10:39:11;2014-07-23 13:39:11;"Wednesday";10.65;0;3;0
"7192";"5203";2014-07-23 15:09:11;2014-07-23 20:54:11;"Wednesday";15.15;0;5.75;1
"7193";"5203";2014-07-24 05:09:11;2014-07-24 10:09:11;"Thursday";5.15;0;5;0
"7195";"5203";2014-07-24 10:39:11;2014-07-24 12:39:11;"Thursday";10.65;0;2;0
"7197";"5203";2014-07-24 15:09:11;2014-07-24 20:54:11;"Thursday";15.15;0;5.75;1
"7198";"5203";2014-07-25 05:09:11;2014-07-25 12:09:11;"Friday";5.15;0;7;0
"7200";"5203";2014-07-25 14:39:11;2014-07-25 16:54:11;"Friday";14.65;0;2.25;0
"7202";"5203";2014-07-25 18:24:11;2014-07-25 20:54:11;"Friday";18.4;0;2.5;1
"7205";"5203";2014-07-28 05:09:11;2014-07-28 09:09:11;"Monday";5.15;0;4;0
"7207";"5203";2014-07-28 10:39:11;2014-07-28 12:24:11;"Monday";10.65;0;1.75;0
"7209";"5203";2014-07-28 15:39:11;2014-07-28 20:54:11;"Monday";15.65;0;5.25;1
"7210";"5203";2014-07-29 05:09:11;2014-07-29 09:09:11;"Tuesday";5.15;0;4;0
"7212";"5203";2014-07-29 10:39:11;2014-07-29 12:24:11;"Tuesday";10.65;0;1.75;0
"7214";"5203";2014-07-29 15:24:11;2014-07-29 20:54:11;"Tuesday";15.4;0;5.5;1
"7215";"5203";2014-07-30 05:09:11;2014-07-30 08:09:11;"Wednesday";5.15;0;3;0
"7217";"5203";2014-07-30 08:54:11;2014-07-30 16:09:11;"Wednesday";8.9;0;7.25;0
"7219";"5203";2014-07-30 18:09:11;2014-07-30 20:54:11;"Wednesday";18.15;0;2.75;1
"7220";"5203";2014-07-31 05:09:11;2014-07-31 09:24:11;"Thursday";5.15;0;4.25;0
"7222";"5203";2014-07-31 10:24:11;2014-07-31 12:09:11;"Thursday";10.4;0;1.75;0
"7224";"5203";2014-07-31 13:39:11;2014-07-31 14:39:11;"Thursday";13.65;0;1;0
"7226";"5203";2014-07-31 16:09:11;2014-07-31 20:54:11;"Thursday";16.15;0;4.75;1
"7227";"5203";2014-08-01 05:09:11;2014-08-01 09:24:11;"Friday";5.15;0;4.25;0
"7229";"5203";2014-08-01 10:09:11;2014-08-01 11:24:11;"Friday";10.15;0;1.25;0
"7231";"5203";2014-08-01 11:54:11;2014-08-01 12:24:11;"Friday";11.9;0;0.5;0
"7233";"5203";2014-08-01 13:54:11;2014-08-01 20:54:11;"Friday";13.9;0;7;1
"7236";"5203";2014-08-04 05:09:11;2014-08-04 20:54:11;"Monday";5.15;0;15.75;1
"7237";"5203";2014-08-05 05:09:11;2014-08-05 13:24:11;"Tuesday";5.15;0;8.25;0
"7239";"5203";2014-08-05 14:24:11;2014-08-05 20:54:11;"Tuesday";14.4;0;6.5;1
"7240";"5203";2014-08-06 05:09:11;2014-08-06 13:09:11;"Wednesday";5.15;0;8;0
"7242";"5203";2014-08-06 14:09:11;2014-08-06 16:24:11;"Wednesday";14.15;0;2.25;0
"7244";"5203";2014-08-06 18:24:11;2014-08-06 20:54:11;"Wednesday";18.4;0;2.5;1
"7245";"5203";2014-08-07 05:09:11;2014-08-07 08:24:11;"Thursday";5.15;0;3.25;0
"7247";"5203";2014-08-07 08:54:11;2014-08-07 12:39:11;"Thursday";8.9;0;3.75;0
"7249";"5203";2014-08-07 17:09:11;2014-08-07 20:54:11;"Thursday";17.15;0;3.75;1
"7250";"5203";2014-08-08 05:09:11;2014-08-08 12:54:11;"Friday";5.15;0;7.75;0
"7252";"5203";2014-08-08 13:24:11;2014-08-08 14:09:11;"Friday";13.4;0;0.75;0
"7254";"5203";2014-08-08 15:54:11;2014-08-08 20:54:11;"Friday";15.9;0;5;1
"7257";"5203";2014-08-11 05:09:11;2014-08-11 10:09:11;"Monday";5.15;0;5;0
"7259";"5203";2014-08-11 10:39:11;2014-08-11 12:39:11;"Monday";10.65;0;2;0
"7261";"5203";2014-08-11 14:24:11;2014-08-11 17:39:11;"Monday";14.4;0;3.25;0
"7263";"5203";2014-08-11 19:54:11;2014-08-11 20:54:11;"Monday";19.9;0;1;1
"7264";"5203";2014-08-12 05:09:11;2014-08-12 13:24:11;"Tuesday";5.15;0;8.25;0
"7266";"5203";2014-08-12 14:39:11;2014-08-12 16:09:11;"Tuesday";14.65;0;1.5;0
"7268";"5203";2014-08-12 17:09:11;2014-08-12 20:54:11;"Tuesday";17.15;0;3.75;1
"7269";"5203";2014-08-13 05:09:11;2014-08-13 08:39:11;"Wednesday";5.15;0;3.5;0
"7271";"5203";2014-08-13 09:09:11;2014-08-13 14:09:11;"Wednesday";9.15;0;5;0
"7273";"5203";2014-08-13 16:24:11;2014-08-13 20:54:11;"Wednesday";16.4;0;4.5;1
"7274";"5203";2014-08-14 05:09:11;2014-08-14 09:54:11;"Thursday";5.15;0;4.75;0
"7276";"5203";2014-08-14 10:39:11;2014-08-14 13:54:11;"Thursday";10.65;0;3.25;0
"7278";"5203";2014-08-14 14:39:11;2014-08-14 16:39:11;"Thursday";14.65;0;2;0
"7280";"5203";2014-08-14 18:39:11;2014-08-14 19:24:11;"Thursday";18.65;0;0.75;0
"7282";"5203";2014-08-15 05:09:11;2014-08-15 12:54:11;"Friday";5.15;0;7.75;0
"7284";"5203";2014-08-15 14:09:11;2014-08-15 17:24:11;"Friday";14.15;0;3.25;0
"7286";"5203";2014-08-15 18:39:11;2014-08-15 18:54:11;"Friday";18.65;0;0.25;0
"7288";"5203";2014-08-15 19:54:11;2014-08-15 20:54:11;"Friday";19.9;0;1;1
"7291";"5203";2014-08-18 05:09:11;2014-08-18 09:39:11;"Monday";5.15;0;4.5;0
"7293";"5203";2014-08-18 10:24:11;2014-08-18 12:39:11;"Monday";10.4;0;2.25;0
"7295";"5203";2014-08-18 14:24:11;2014-08-18 15:39:11;"Monday";14.4;0;1.25;0
"7297";"5203";2014-08-18 18:54:11;2014-08-18 20:54:11;"Monday";18.9;0;2;1
"7298";"5203";2014-08-19 05:09:11;2014-08-19 12:54:11;"Tuesday";5.15;0;7.75;0
"7300";"5203";2014-08-19 14:24:11;2014-08-19 16:24:11;"Tuesday";14.4;0;2;0
"7302";"5203";2014-08-19 18:24:11;2014-08-19 20:54:11;"Tuesday";18.4;0;2.5;1
"7303";"5203";2014-08-20 05:09:11;2014-08-20 08:09:11;"Wednesday";5.15;0;3;0
"7305";"5203";2014-08-20 08:54:11;2014-08-20 12:24:11;"Wednesday";8.9;0;3.5;0
"7307";"5203";2014-08-20 14:24:11;2014-08-20 15:24:11;"Wednesday";14.4;0;1;0
"7309";"5203";2014-08-20 16:39:11;2014-08-20 20:54:11;"Wednesday";16.65;0;4.25;1
"7310";"5203";2014-08-21 05:09:11;2014-08-21 12:39:11;"Thursday";5.15;0;7.5;0
"7312";"5203";2014-08-21 13:09:11;2014-08-21 13:24:11;"Thursday";13.15;0;0.25;0
"7314";"5203";2014-08-21 14:24:11;2014-08-21 15:24:11;"Thursday";14.4;0;1;0
"7316";"5203";2014-08-21 16:39:11;2014-08-21 20:54:11;"Thursday";16.65;0;4.25;1
"7317";"5203";2014-08-22 05:09:11;2014-08-22 12:54:11;"Friday";5.15;0;7.75;0
"7319";"5203";2014-08-22 14:39:11;2014-08-22 20:54:11;"Friday";14.65;0;6.25;1
"7324";"5203";2014-08-25 05:09:11;2014-08-25 12:39:11;"Monday";5.15;0;7.5;0
