"room";"start";"end";"weekday";"hour";"presence";"time";"censor"
"13570";"5207";2014-10-15 16:31:53;2014-10-15 20:46:53;"Wednesday";16.5166666666667;0;4.25;1
"13571";"5207";2014-10-16 05:01:53;2014-10-16 07:31:53;"Thursday";5.01666666666667;0;2.5;0
"13573";"5207";2014-10-16 08:46:53;2014-10-16 12:16:53;"Thursday";8.76666666666667;0;3.5;0
"13575";"5207";2014-10-16 16:01:53;2014-10-16 20:46:53;"Thursday";16.0166666666667;0;4.75;1
"13576";"5207";2014-10-17 05:01:53;2014-10-17 07:46:53;"Friday";5.01666666666667;0;2.75;0
"13578";"5207";2014-10-17 08:46:53;2014-10-17 09:31:53;"Friday";8.76666666666667;0;0.75;0
"13580";"5207";2014-10-17 10:01:53;2014-10-17 11:01:53;"Friday";10.0166666666667;0;1;0
"13582";"5207";2014-10-17 11:31:53;2014-10-17 20:46:53;"Friday";11.5166666666667;0;9.25;1
"13585";"5207";2014-10-20 05:01:53;2014-10-20 08:01:53;"Monday";5.01666666666667;0;3;0
"13587";"5207";2014-10-20 08:46:53;2014-10-20 09:46:53;"Monday";8.76666666666667;0;1;0
"13589";"5207";2014-10-20 10:16:53;2014-10-20 13:16:53;"Monday";10.2666666666667;0;3;0
"13591";"5207";2014-10-20 14:31:53;2014-10-20 16:01:53;"Monday";14.5166666666667;0;1.5;0
"13593";"5207";2014-10-20 16:31:53;2014-10-20 20:46:53;"Monday";16.5166666666667;0;4.25;1
"13594";"5207";2014-10-21 05:01:53;2014-10-21 09:31:53;"Tuesday";5.01666666666667;0;4.5;0
"13596";"5207";2014-10-21 10:16:53;2014-10-21 11:31:53;"Tuesday";10.2666666666667;0;1.25;0
"13598";"5207";2014-10-21 12:46:53;2014-10-21 20:46:53;"Tuesday";12.7666666666667;0;8;1
"13599";"5207";2014-10-22 05:01:53;2014-10-22 08:01:53;"Wednesday";5.01666666666667;0;3;0
"13601";"5207";2014-10-22 09:31:53;2014-10-22 13:31:53;"Wednesday";9.51666666666667;0;4;0
"13603";"5207";2014-10-22 14:46:53;2014-10-22 15:31:53;"Wednesday";14.7666666666667;0;0.75;0
"13605";"5207";2014-10-22 17:01:53;2014-10-22 20:46:53;"Wednesday";17.0166666666667;0;3.75;1
"13606";"5207";2014-10-23 05:01:53;2014-10-23 07:46:53;"Thursday";5.01666666666667;0;2.75;0
"13608";"5207";2014-10-23 08:46:53;2014-10-23 10:31:53;"Thursday";8.76666666666667;0;1.75;0
"13610";"5207";2014-10-23 11:16:53;2014-10-23 20:46:53;"Thursday";11.2666666666667;0;9.5;1
"13611";"5207";2014-10-24 05:01:53;2014-10-24 08:01:53;"Friday";5.01666666666667;0;3;0
"13613";"5207";2014-10-24 08:46:53;2014-10-24 09:31:53;"Friday";8.76666666666667;0;0.75;0
"13615";"5207";2014-10-24 11:01:53;2014-10-24 20:46:53;"Friday";11.0166666666667;0;9.75;1
"13618";"5207";2014-10-27 05:01:53;2014-10-27 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13619";"5207";2014-10-28 05:01:53;2014-10-28 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13620";"5207";2014-10-29 05:01:53;2014-10-29 08:16:53;"Wednesday";5.01666666666667;0;3.25;0
"13622";"5207";2014-10-29 08:46:53;2014-10-29 20:46:53;"Wednesday";8.76666666666667;0;12;1
"13623";"5207";2014-10-30 05:01:53;2014-10-30 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13624";"5207";2014-10-31 05:01:53;2014-10-31 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13627";"5207";2014-11-03 05:01:53;2014-11-03 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13628";"5207";2014-11-04 05:01:53;2014-11-04 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13629";"5207";2014-11-05 05:01:53;2014-11-05 08:01:53;"Wednesday";5.01666666666667;0;3;0
"13631";"5207";2014-11-05 08:31:53;2014-11-05 20:46:53;"Wednesday";8.51666666666667;0;12.25;1
"13632";"5207";2014-11-06 05:01:53;2014-11-06 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13633";"5207";2014-11-07 05:01:53;2014-11-07 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13636";"5207";2014-11-10 05:01:53;2014-11-10 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13637";"5207";2014-11-11 05:01:53;2014-11-11 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13638";"5207";2014-11-12 05:01:53;2014-11-12 08:01:53;"Wednesday";5.01666666666667;0;3;0
"13640";"5207";2014-11-12 08:31:53;2014-11-12 20:46:53;"Wednesday";8.51666666666667;0;12.25;1
"13641";"5207";2014-11-13 05:01:53;2014-11-13 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13642";"5207";2014-11-14 05:01:53;2014-11-14 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13645";"5207";2014-11-17 05:01:53;2014-11-17 08:16:53;"Monday";5.01666666666667;0;3.25;0
"13647";"5207";2014-11-17 08:46:53;2014-11-17 09:16:53;"Monday";8.76666666666667;0;0.5;0
"13649";"5207";2014-11-17 10:16:53;2014-11-17 13:31:53;"Monday";10.2666666666667;0;3.25;0
"13651";"5207";2014-11-17 14:46:53;2014-11-17 20:46:53;"Monday";14.7666666666667;0;6;1
"13652";"5207";2014-11-18 05:01:53;2014-11-18 08:31:53;"Tuesday";5.01666666666667;0;3.5;0
"13654";"5207";2014-11-18 09:31:53;2014-11-18 13:01:53;"Tuesday";9.51666666666667;0;3.5;0
"13656";"5207";2014-11-18 14:31:53;2014-11-18 20:46:53;"Tuesday";14.5166666666667;0;6.25;1
"13657";"5207";2014-11-19 05:01:53;2014-11-19 08:16:53;"Wednesday";5.01666666666667;0;3.25;0
"13659";"5207";2014-11-19 09:01:53;2014-11-19 13:16:53;"Wednesday";9.01666666666667;0;4.25;0
"13661";"5207";2014-11-19 14:16:53;2014-11-19 15:31:53;"Wednesday";14.2666666666667;0;1.25;0
"13663";"5207";2014-11-19 17:16:53;2014-11-19 20:46:53;"Wednesday";17.2666666666667;0;3.5;1
"13664";"5207";2014-11-20 05:01:53;2014-11-20 08:16:53;"Thursday";5.01666666666667;0;3.25;0
"13666";"5207";2014-11-20 10:16:53;2014-11-20 13:31:53;"Thursday";10.2666666666667;0;3.25;0
"13668";"5207";2014-11-20 14:16:53;2014-11-20 14:46:53;"Thursday";14.2666666666667;0;0.5;0
"13670";"5207";2014-11-20 17:16:53;2014-11-20 20:46:53;"Thursday";17.2666666666667;0;3.5;1
"13671";"5207";2014-11-21 05:01:53;2014-11-21 08:31:53;"Friday";5.01666666666667;0;3.5;0
"13673";"5207";2014-11-21 10:16:53;2014-11-21 13:31:53;"Friday";10.2666666666667;0;3.25;0
"13675";"5207";2014-11-21 14:16:53;2014-11-21 16:46:53;"Friday";14.2666666666667;0;2.5;0
"13677";"5207";2014-11-21 17:46:53;2014-11-21 20:46:53;"Friday";17.7666666666667;0;3;1
"13682";"5207";2014-11-24 05:01:53;2014-11-24 08:16:53;"Monday";5.01666666666667;0;3.25;0
"13684";"5207";2014-11-24 11:16:53;2014-11-24 16:16:53;"Monday";11.2666666666667;0;5;0
"13686";"5207";2014-11-24 17:01:53;2014-11-24 20:46:53;"Monday";17.0166666666667;0;3.75;1
"13687";"5207";2014-11-25 05:01:53;2014-11-25 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13688";"5207";2014-11-26 05:01:53;2014-11-26 08:31:53;"Wednesday";5.01666666666667;0;3.5;0
"13690";"5207";2014-11-26 09:01:53;2014-11-26 20:46:53;"Wednesday";9.01666666666667;0;11.75;1
"13691";"5207";2014-11-27 05:01:53;2014-11-27 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13692";"5207";2014-11-28 05:01:53;2014-11-28 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13696";"5207";2014-12-01 05:46:53;2014-12-01 06:16:53;"Monday";5.76666666666667;0;0.5;0
"13698";"5207";2014-12-01 06:46:53;2014-12-01 07:46:53;"Monday";6.76666666666667;0;1;0
"13700";"5207";2014-12-01 08:46:53;2014-12-01 09:01:53;"Monday";8.76666666666667;0;0.25;0
"13702";"5207";2014-12-01 09:31:53;2014-12-01 13:16:53;"Monday";9.51666666666667;0;3.75;0
"13704";"5207";2014-12-01 14:16:53;2014-12-01 17:16:53;"Monday";14.2666666666667;0;3;0
"13706";"5207";2014-12-01 18:16:53;2014-12-01 20:46:53;"Monday";18.2666666666667;0;2.5;1
"13707";"5207";2014-12-02 05:01:53;2014-12-02 08:01:53;"Tuesday";5.01666666666667;0;3;0
"13709";"5207";2014-12-02 10:46:53;2014-12-02 15:01:53;"Tuesday";10.7666666666667;0;4.25;0
"13711";"5207";2014-12-02 16:01:53;2014-12-02 20:46:53;"Tuesday";16.0166666666667;0;4.75;1
"13712";"5207";2014-12-03 05:01:53;2014-12-03 08:01:53;"Wednesday";5.01666666666667;0;3;0
"13714";"5207";2014-12-03 09:46:53;2014-12-03 12:46:53;"Wednesday";9.76666666666667;0;3;0
"13716";"5207";2014-12-03 14:16:53;2014-12-03 16:01:53;"Wednesday";14.2666666666667;0;1.75;0
"13718";"5207";2014-12-03 17:01:53;2014-12-03 20:46:53;"Wednesday";17.0166666666667;0;3.75;1
"13719";"5207";2014-12-04 05:01:53;2014-12-04 09:01:53;"Thursday";5.01666666666667;0;4;0
"13721";"5207";2014-12-04 10:16:53;2014-12-04 12:46:53;"Thursday";10.2666666666667;0;2.5;0
"13723";"5207";2014-12-04 14:01:53;2014-12-04 20:46:53;"Thursday";14.0166666666667;0;6.75;1
"13724";"5207";2014-12-05 05:01:53;2014-12-05 08:46:53;"Friday";5.01666666666667;0;3.75;0
"13726";"5207";2014-12-05 10:16:53;2014-12-05 10:31:53;"Friday";10.2666666666667;0;0.25;0
"13728";"5207";2014-12-05 11:31:53;2014-12-05 20:46:53;"Friday";11.5166666666667;0;9.25;1
"13731";"5207";2014-12-08 05:01:53;2014-12-08 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13732";"5207";2014-12-09 05:01:53;2014-12-09 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13733";"5207";2014-12-10 05:01:53;2014-12-10 08:16:53;"Wednesday";5.01666666666667;0;3.25;0
"13735";"5207";2014-12-10 09:01:53;2014-12-10 20:46:53;"Wednesday";9.01666666666667;0;11.75;1
"13736";"5207";2014-12-11 05:01:53;2014-12-11 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13737";"5207";2014-12-12 05:01:53;2014-12-12 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13740";"5207";2014-12-15 05:01:53;2014-12-15 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13741";"5207";2014-12-16 05:01:53;2014-12-16 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13742";"5207";2014-12-17 05:01:53;2014-12-17 09:16:53;"Wednesday";5.01666666666667;0;4.25;0
"13744";"5207";2014-12-17 10:16:53;2014-12-17 11:16:53;"Wednesday";10.2666666666667;0;1;0
"13746";"5207";2014-12-17 12:16:53;2014-12-17 20:46:53;"Wednesday";12.2666666666667;0;8.5;1
"13747";"5207";2014-12-18 05:01:53;2014-12-18 08:31:53;"Thursday";5.01666666666667;0;3.5;0
"13749";"5207";2014-12-18 11:16:53;2014-12-18 20:46:53;"Thursday";11.2666666666667;0;9.5;1
"13750";"5207";2014-12-19 05:01:53;2014-12-19 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13753";"5207";2014-12-22 05:01:53;2014-12-22 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13754";"5207";2014-12-23 05:01:53;2014-12-23 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13755";"5207";2014-12-24 05:01:53;2014-12-24 07:46:53;"Wednesday";5.01666666666667;0;2.75;0
"13757";"5207";2014-12-24 08:16:53;2014-12-24 20:46:53;"Wednesday";8.26666666666667;0;12.5;1
"13758";"5207";2014-12-25 05:01:53;2014-12-25 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13759";"5207";2014-12-26 05:01:53;2014-12-26 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13762";"5207";2014-12-29 05:01:53;2014-12-29 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13763";"5207";2014-12-30 05:01:53;2014-12-30 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13764";"5207";2014-12-31 05:01:53;2014-12-31 20:46:53;"Wednesday";5.01666666666667;0;15.75;1
"13765";"5207";2015-01-01 05:01:53;2015-01-01 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13766";"5207";2015-01-02 05:01:53;2015-01-02 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13769";"5207";2015-01-05 05:01:53;2015-01-05 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13770";"5207";2015-01-06 05:01:53;2015-01-06 09:16:53;"Tuesday";5.01666666666667;0;4.25;0
"13772";"5207";2015-01-06 10:01:53;2015-01-06 13:16:53;"Tuesday";10.0166666666667;0;3.25;0
"13774";"5207";2015-01-06 14:01:53;2015-01-06 17:01:53;"Tuesday";14.0166666666667;0;3;0
"13776";"5207";2015-01-06 18:01:53;2015-01-06 18:16:53;"Tuesday";18.0166666666667;0;0.25;0
"13778";"5207";2015-01-06 19:31:53;2015-01-06 20:46:53;"Tuesday";19.5166666666667;0;1.25;1
"13779";"5207";2015-01-07 05:01:53;2015-01-07 08:01:53;"Wednesday";5.01666666666667;0;3;0
"13781";"5207";2015-01-07 09:46:53;2015-01-07 11:31:53;"Wednesday";9.76666666666667;0;1.75;0
"13783";"5207";2015-01-07 12:16:53;2015-01-07 12:31:53;"Wednesday";12.2666666666667;0;0.25;0
"13785";"5207";2015-01-07 14:01:53;2015-01-07 16:46:53;"Wednesday";14.0166666666667;0;2.75;0
"13787";"5207";2015-01-07 17:31:53;2015-01-07 20:46:53;"Wednesday";17.5166666666667;0;3.25;1
"13788";"5207";2015-01-08 05:01:53;2015-01-08 08:01:53;"Thursday";5.01666666666667;0;3;0
"13790";"5207";2015-01-08 09:31:53;2015-01-08 11:16:53;"Thursday";9.51666666666667;0;1.75;0
"13792";"5207";2015-01-08 12:16:53;2015-01-08 17:16:53;"Thursday";12.2666666666667;0;5;0
"13794";"5207";2015-01-08 17:46:53;2015-01-08 20:46:53;"Thursday";17.7666666666667;0;3;1
"13795";"5207";2015-01-09 05:01:53;2015-01-09 09:16:53;"Friday";5.01666666666667;0;4.25;0
"13797";"5207";2015-01-09 10:31:53;2015-01-09 11:46:53;"Friday";10.5166666666667;0;1.25;0
"13799";"5207";2015-01-09 12:46:53;2015-01-09 20:46:53;"Friday";12.7666666666667;0;8;1
"13802";"5207";2015-01-12 05:01:53;2015-01-12 08:01:53;"Monday";5.01666666666667;0;3;0
"13804";"5207";2015-01-12 08:31:53;2015-01-12 13:31:53;"Monday";8.51666666666667;0;5;0
"13806";"5207";2015-01-12 14:46:53;2015-01-12 15:31:53;"Monday";14.7666666666667;0;0.75;0
"13808";"5207";2015-01-12 17:16:53;2015-01-12 17:31:53;"Monday";17.2666666666667;0;0.25;0
"13810";"5207";2015-01-12 18:01:53;2015-01-12 20:46:53;"Monday";18.0166666666667;0;2.75;1
"13811";"5207";2015-01-13 05:01:53;2015-01-13 09:16:53;"Tuesday";5.01666666666667;0;4.25;0
"13813";"5207";2015-01-13 10:01:53;2015-01-13 13:16:53;"Tuesday";10.0166666666667;0;3.25;0
"13815";"5207";2015-01-13 14:31:53;2015-01-13 20:46:53;"Tuesday";14.5166666666667;0;6.25;1
"13816";"5207";2015-01-14 05:01:53;2015-01-14 07:46:53;"Wednesday";5.01666666666667;0;2.75;0
"13818";"5207";2015-01-14 09:01:53;2015-01-14 09:46:53;"Wednesday";9.01666666666667;0;0.75;0
"13820";"5207";2015-01-14 10:46:53;2015-01-14 12:01:53;"Wednesday";10.7666666666667;0;1.25;0
"13822";"5207";2015-01-14 13:46:53;2015-01-14 17:01:53;"Wednesday";13.7666666666667;0;3.25;0
"13824";"5207";2015-01-14 17:46:53;2015-01-14 20:46:53;"Wednesday";17.7666666666667;0;3;1
"13825";"5207";2015-01-15 05:01:53;2015-01-15 08:16:53;"Thursday";5.01666666666667;0;3.25;0
"13827";"5207";2015-01-15 09:16:53;2015-01-15 11:46:53;"Thursday";9.26666666666667;0;2.5;0
"13829";"5207";2015-01-15 12:16:53;2015-01-15 14:31:53;"Thursday";12.2666666666667;0;2.25;0
"13831";"5207";2015-01-15 15:46:53;2015-01-15 16:16:53;"Thursday";15.7666666666667;0;0.5;0
"13833";"5207";2015-01-15 16:46:53;2015-01-15 20:46:53;"Thursday";16.7666666666667;0;4;1
"13834";"5207";2015-01-16 05:01:53;2015-01-16 07:46:53;"Friday";5.01666666666667;0;2.75;0
"13836";"5207";2015-01-16 09:46:53;2015-01-16 10:31:53;"Friday";9.76666666666667;0;0.75;0
"13838";"5207";2015-01-16 11:46:53;2015-01-16 15:46:53;"Friday";11.7666666666667;0;4;0
"13840";"5207";2015-01-16 16:46:53;2015-01-16 20:46:53;"Friday";16.7666666666667;0;4;1
"13843";"5207";2015-01-19 05:01:53;2015-01-19 08:01:53;"Monday";5.01666666666667;0;3;0
"13845";"5207";2015-01-19 08:46:53;2015-01-19 10:31:53;"Monday";8.76666666666667;0;1.75;0
"13847";"5207";2015-01-19 12:31:53;2015-01-19 20:46:53;"Monday";12.5166666666667;0;8.25;1
"13848";"5207";2015-01-20 05:01:53;2015-01-20 11:01:53;"Tuesday";5.01666666666667;0;6;0
"13850";"5207";2015-01-20 11:46:53;2015-01-20 12:31:53;"Tuesday";11.7666666666667;0;0.75;0
"13852";"5207";2015-01-20 14:31:53;2015-01-20 15:46:53;"Tuesday";14.5166666666667;0;1.25;0
"13854";"5207";2015-01-20 16:16:53;2015-01-20 17:16:53;"Tuesday";16.2666666666667;0;1;0
"13856";"5207";2015-01-20 17:46:53;2015-01-20 20:46:53;"Tuesday";17.7666666666667;0;3;1
"13857";"5207";2015-01-21 05:01:53;2015-01-21 07:46:53;"Wednesday";5.01666666666667;0;2.75;0
"13859";"5207";2015-01-21 10:01:53;2015-01-21 12:46:53;"Wednesday";10.0166666666667;0;2.75;0
"13861";"5207";2015-01-21 14:16:53;2015-01-21 16:01:53;"Wednesday";14.2666666666667;0;1.75;0
"13863";"5207";2015-01-21 17:31:53;2015-01-21 20:46:53;"Wednesday";17.5166666666667;0;3.25;1
"13864";"5207";2015-01-22 05:01:53;2015-01-22 08:16:53;"Thursday";5.01666666666667;0;3.25;0
"13866";"5207";2015-01-22 09:31:53;2015-01-22 16:46:53;"Thursday";9.51666666666667;0;7.25;0
"13868";"5207";2015-01-22 17:16:53;2015-01-22 20:46:53;"Thursday";17.2666666666667;0;3.5;1
"13869";"5207";2015-01-23 05:01:53;2015-01-23 13:31:53;"Friday";5.01666666666667;0;8.5;0
"13871";"5207";2015-01-23 14:16:53;2015-01-23 16:16:53;"Friday";14.2666666666667;0;2;0
"13873";"5207";2015-01-23 18:01:53;2015-01-23 20:46:53;"Friday";18.0166666666667;0;2.75;1
"13876";"5207";2015-01-26 05:01:53;2015-01-26 07:31:53;"Monday";5.01666666666667;0;2.5;0
"13878";"5207";2015-01-26 08:46:53;2015-01-26 13:01:53;"Monday";8.76666666666667;0;4.25;0
"13880";"5207";2015-01-26 14:16:53;2015-01-26 16:46:53;"Monday";14.2666666666667;0;2.5;0
"13882";"5207";2015-01-26 17:46:53;2015-01-26 20:46:53;"Monday";17.7666666666667;0;3;1
"13883";"5207";2015-01-27 05:01:53;2015-01-27 08:16:53;"Tuesday";5.01666666666667;0;3.25;0
"13885";"5207";2015-01-27 12:01:53;2015-01-27 20:46:53;"Tuesday";12.0166666666667;0;8.75;1
"13886";"5207";2015-01-28 05:01:53;2015-01-28 08:31:53;"Wednesday";5.01666666666667;0;3.5;0
"13888";"5207";2015-01-28 09:01:53;2015-01-28 11:01:53;"Wednesday";9.01666666666667;0;2;0
"13890";"5207";2015-01-28 12:46:53;2015-01-28 13:31:53;"Wednesday";12.7666666666667;0;0.75;0
"13892";"5207";2015-01-28 14:31:53;2015-01-28 20:46:53;"Wednesday";14.5166666666667;0;6.25;1
"13893";"5207";2015-01-29 05:01:53;2015-01-29 08:01:53;"Thursday";5.01666666666667;0;3;0
"13895";"5207";2015-01-29 10:16:53;2015-01-29 12:31:53;"Thursday";10.2666666666667;0;2.25;0
"13897";"5207";2015-01-29 13:46:53;2015-01-29 20:46:53;"Thursday";13.7666666666667;0;7;1
"13898";"5207";2015-01-30 05:01:53;2015-01-30 07:46:53;"Friday";5.01666666666667;0;2.75;0
"13900";"5207";2015-01-30 09:01:53;2015-01-30 12:31:53;"Friday";9.01666666666667;0;3.5;0
"13902";"5207";2015-01-30 13:01:53;2015-01-30 16:16:53;"Friday";13.0166666666667;0;3.25;0
"13904";"5207";2015-01-30 17:01:53;2015-01-30 20:46:53;"Friday";17.0166666666667;0;3.75;1
"13909";"5207";2015-02-02 05:01:53;2015-02-02 07:16:53;"Monday";5.01666666666667;0;2.25;0
"13911";"5207";2015-02-02 08:16:53;2015-02-02 12:16:53;"Monday";8.26666666666667;0;4;0
"13913";"5207";2015-02-02 15:01:53;2015-02-02 15:46:53;"Monday";15.0166666666667;0;0.75;0
"13915";"5207";2015-02-02 17:01:53;2015-02-02 20:46:53;"Monday";17.0166666666667;0;3.75;1
"13916";"5207";2015-02-03 05:01:53;2015-02-03 08:01:53;"Tuesday";5.01666666666667;0;3;0
"13918";"5207";2015-02-03 10:01:53;2015-02-03 12:46:53;"Tuesday";10.0166666666667;0;2.75;0
"13920";"5207";2015-02-03 14:46:53;2015-02-03 17:01:53;"Tuesday";14.7666666666667;0;2.25;0
"13922";"5207";2015-02-03 18:01:53;2015-02-03 20:46:53;"Tuesday";18.0166666666667;0;2.75;1
"13923";"5207";2015-02-04 05:01:53;2015-02-04 08:16:53;"Wednesday";5.01666666666667;0;3.25;0
"13925";"5207";2015-02-04 08:46:53;2015-02-04 20:46:53;"Wednesday";8.76666666666667;0;12;1
"13926";"5207";2015-02-05 05:01:53;2015-02-05 07:46:53;"Thursday";5.01666666666667;0;2.75;0
"13928";"5207";2015-02-05 08:31:53;2015-02-05 09:16:53;"Thursday";8.51666666666667;0;0.75;0
"13930";"5207";2015-02-05 10:16:53;2015-02-05 12:46:53;"Thursday";10.2666666666667;0;2.5;0
"13932";"5207";2015-02-05 13:46:53;2015-02-05 20:46:53;"Thursday";13.7666666666667;0;7;1
"13933";"5207";2015-02-06 05:01:53;2015-02-06 08:16:53;"Friday";5.01666666666667;0;3.25;0
"13935";"5207";2015-02-06 10:16:53;2015-02-06 13:31:53;"Friday";10.2666666666667;0;3.25;0
"13937";"5207";2015-02-06 14:16:53;2015-02-06 15:31:53;"Friday";14.2666666666667;0;1.25;0
"13939";"5207";2015-02-06 16:31:53;2015-02-06 17:01:53;"Friday";16.5166666666667;0;0.5;0
"13941";"5207";2015-02-06 17:31:53;2015-02-06 20:46:53;"Friday";17.5166666666667;0;3.25;1
"13944";"5207";2015-02-09 05:01:53;2015-02-09 08:01:53;"Monday";5.01666666666667;0;3;0
"13946";"5207";2015-02-09 08:31:53;2015-02-09 12:16:53;"Monday";8.51666666666667;0;3.75;0
"13948";"5207";2015-02-09 14:46:53;2015-02-09 20:46:53;"Monday";14.7666666666667;0;6;1
"13949";"5207";2015-02-10 05:01:53;2015-02-10 11:16:53;"Tuesday";5.01666666666667;0;6.25;0
"13951";"5207";2015-02-10 13:16:53;2015-02-10 16:16:53;"Tuesday";13.2666666666667;0;3;0
"13953";"5207";2015-02-10 17:31:53;2015-02-10 20:46:53;"Tuesday";17.5166666666667;0;3.25;1
"13954";"5207";2015-02-11 05:01:53;2015-02-11 09:16:53;"Wednesday";5.01666666666667;0;4.25;0
"13956";"5207";2015-02-11 11:31:53;2015-02-11 14:01:53;"Wednesday";11.5166666666667;0;2.5;0
"13958";"5207";2015-02-11 15:01:53;2015-02-11 20:46:53;"Wednesday";15.0166666666667;0;5.75;1
"13959";"5207";2015-02-12 05:01:53;2015-02-12 08:01:53;"Thursday";5.01666666666667;0;3;0
"13961";"5207";2015-02-12 08:31:53;2015-02-12 20:46:53;"Thursday";8.51666666666667;0;12.25;1
"13962";"5207";2015-02-13 05:01:53;2015-02-13 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13965";"5207";2015-02-16 05:01:53;2015-02-16 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13966";"5207";2015-02-17 05:01:53;2015-02-17 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13967";"5207";2015-02-18 05:01:53;2015-02-18 20:46:53;"Wednesday";5.01666666666667;0;15.75;1
"13968";"5207";2015-02-19 05:01:53;2015-02-19 13:01:53;"Thursday";5.01666666666667;0;8;0
"13970";"5207";2015-02-19 14:46:53;2015-02-19 20:46:53;"Thursday";14.7666666666667;0;6;1
"13971";"5207";2015-02-20 05:01:53;2015-02-20 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13974";"5207";2015-02-23 05:01:53;2015-02-23 20:46:53;"Monday";5.01666666666667;0;15.75;1
"13975";"5207";2015-02-24 05:01:53;2015-02-24 20:46:53;"Tuesday";5.01666666666667;0;15.75;1
"13976";"5207";2015-02-25 05:01:53;2015-02-25 20:46:53;"Wednesday";5.01666666666667;0;15.75;1
"13977";"5207";2015-02-26 05:01:53;2015-02-26 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"13978";"5207";2015-02-27 05:01:53;2015-02-27 20:46:53;"Friday";5.01666666666667;0;15.75;1
"13981";"5207";2015-03-02 05:01:53;2015-03-02 07:46:53;"Monday";5.01666666666667;0;2.75;0
"13983";"5207";2015-03-02 08:31:53;2015-03-02 12:01:53;"Monday";8.51666666666667;0;3.5;0
"13985";"5207";2015-03-02 12:46:53;2015-03-02 13:31:53;"Monday";12.7666666666667;0;0.75;0
"13987";"5207";2015-03-02 14:16:53;2015-03-02 20:46:53;"Monday";14.2666666666667;0;6.5;1
"13988";"5207";2015-03-03 05:01:53;2015-03-03 11:16:53;"Tuesday";5.01666666666667;0;6.25;0
"13990";"5207";2015-03-03 12:01:53;2015-03-03 13:01:53;"Tuesday";12.0166666666667;0;1;0
"13992";"5207";2015-03-03 14:46:53;2015-03-03 17:31:53;"Tuesday";14.7666666666667;0;2.75;0
"13994";"5207";2015-03-03 18:01:53;2015-03-03 20:46:53;"Tuesday";18.0166666666667;0;2.75;1
"13995";"5207";2015-03-04 05:01:53;2015-03-04 07:46:53;"Wednesday";5.01666666666667;0;2.75;0
"13997";"5207";2015-03-04 09:01:53;2015-03-04 09:46:53;"Wednesday";9.01666666666667;0;0.75;0
"13999";"5207";2015-03-04 10:16:53;2015-03-04 10:31:53;"Wednesday";10.2666666666667;0;0.25;0
"14001";"5207";2015-03-04 11:31:53;2015-03-04 13:16:53;"Wednesday";11.5166666666667;0;1.75;0
"14003";"5207";2015-03-04 14:16:53;2015-03-04 16:31:53;"Wednesday";14.2666666666667;0;2.25;0
"14005";"5207";2015-03-04 19:46:53;2015-03-04 20:46:53;"Wednesday";19.7666666666667;0;1;1
"14006";"5207";2015-03-05 05:01:53;2015-03-05 20:46:53;"Thursday";5.01666666666667;0;15.75;1
"14007";"5207";2015-03-06 05:01:53;2015-03-06 11:31:53;"Friday";5.01666666666667;0;6.5;0
"14009";"5207";2015-03-06 12:31:53;2015-03-06 13:46:53;"Friday";12.5166666666667;0;1.25;0
"14011";"5207";2015-03-06 14:46:53;2015-03-06 20:46:53;"Friday";14.7666666666667;0;6;1
"14014";"5207";2015-03-09 05:01:53;2015-03-09 20:46:53;"Monday";5.01666666666667;0;15.75;1
